taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,noteType,main_common_name
12700,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LIMACIDAE,Malacolimax,Malacolimax wiktori,"Alonso &amp; Ibáñez, 1989",,,,EN,
12702,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Malacomys,Malacomys cansdalei,"Ansell, 1958",,,,LC,Cansdale's Swamp Rat
12703,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Malacomys,Malacomys edwardsi,"Rochebrune, 1885",,,,LC,Edward's Swamp Rat
12704,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Malacomys,Malacomys longipes,"Milne-Edwards, 1877",,,,LC,Big-eared Swamp Rat
12712,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Malacothrix,Malacothrix typica,"(A. Smith, 1834)",,,,LC,Gerbil Mouse
12721,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mallomys,Mallomys aroaensis,"(De Vis, 1907)",,,,LC,De Vis's Woolly Rat
12722,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mallomys,Mallomys gunung,"Flannery, Aplin &amp; Groves, 1989",,,,EN,Alpine Woolly Rat
12723,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mallomys,Mallomys istapantap,"Flannery, Aplin &amp; Groves, 1989",,,,LC,Subalpine Woolly Rat
12724,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mallomys,Mallomys rothschildi,"Thomas, 1898",,,,LC,Rothschild's Woolly Rat
12726,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OSPHRONEMIDAE,Malpulutta,Malpulutta kretseri,"Deraniyagala, 1937",,,,EN,Ornate Paradisefish
12740,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina anijimana,"Chiba, 1996",,,,DD,
12741,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina aureola,"Tiba, 1989",,,,DD,
12742,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina chichijimana,"Tiba, 1989",,,,DD,
12743,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina exoptata,"Pilsbry, 1902",,,,DD,
12744,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina hahajimana,"Pilsbry, 1902",,,,DD,
12745,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina hirasei,"Pilsbry, 1902",,,,DD,
12746,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina mandarina,"Sowerby, 1839",,,,DD,
12747,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina polita,"Chiba, 1989",,,,DD,
12748,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina ponderosa,"Pilsbry, 1901",,,,DD,
12749,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina suenoae,"Minato, 1978",,,,DD,
12750,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina luhuana,"(Sowerby, 1839)",,,,DD,
12751,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbodes,Barbodes resimus,"(Herre, 1924)",,,,EX,
12753,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,Mandrillus leucophaeus,"(F. Cuvier, 1807)",,,,EN,Drill
12754,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,Mandrillus sphinx,"(Linnaeus, 1758)",,,,VU,Mandrill
12755,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,Mandrillus leucophaeus ssp. poensis,"(Zukowsky, 1922)",ssp.,poensis,,EN,Bioko Drill
12756,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Mandrillus,Mandrillus leucophaeus ssp. leucophaeus,"(F. Cuvier, 1807)",ssp.,leucophaeus,,EN,Mainland Drill
12759,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Manica,Manica parasitica,"Creigthon, 1934",,,,VU,
12761,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Manis,Manis crassicaudata,"É. Geoffroy, 1803",,,,EN,Indian Pangolin
12762,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Smutsia,Smutsia gigantea,"(Illiger, 1815)",,,,EN,Giant Ground Pangolin
12763,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Manis,Manis javanica,"Desmarest, 1822",,,,CR,Sunda Pangolin
12764,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Manis,Manis pentadactyla,"Linnaeus, 1758",,,,CR,Chinese Pangolin
12765,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Smutsia,Smutsia temminckii,"(Smuts, 1832)",,,,VU,Temminck's Pangolin
12766,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,Phataginus tetradactyla,"(Linnaeus, 1766)",,,,VU,Black-bellied Pangolin
12767,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,Phataginus tricuspis,"(Rafinesque, 1821)",,,,EN,White-bellied Pangolin
12774,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Manouria,Manouria emys,"(Schlegel &amp; Müller, 1840)",,,,CR,Asian Giant Tortoise
12775,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Manouria,Manouria impressa,"(Günther, 1882)",,,,VU,Impressed Tortoise
12776,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,Mantella aurantiaca,"Mocquard, 1900",,,,EN,Golden Mantella
12795,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Margaretamys,Margaretamys beccarii,"(Jentink, 1880)",,,,DD,Spiny Lowland Margaretamys
12796,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Margaretamys,Margaretamys elegans,"Musser, 1981",,,,NT,Elegant Margaretamys
12797,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Margaretamys,Margaretamys parvus,"Musser, 1981",,,,DD,Lesser Margaretamys
12798,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Pseudunio,Pseudunio auricularius,"(Spengler, 1793)",,,,CR,Spengler's Freshwater Mussel
12799,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,Margaritifera margaritifera,"Linnaeus, 1758",,,,EN,Freshwater Pearl Mussel
12800,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,Margaritifera marrianae,"Johnson, 1983",,,,EN,Alabama Pearlshell
12802,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,Margaritifera margaritifera ssp. durrovensis,"Phillips, 1928",ssp.,durrovensis,,CR,
12803,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,Margaritifera hembeli,"Conrad, 1838",,,,CR,Louisiana Pearlshell
12807,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE,Marginella,Marginella chalmersi,"Tomlin &amp; Shackleford, 1912",,,,DD,
12808,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE,Marginella,Marginella gemma,"(A. Adams, 1850)",,,,DD,
12809,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE,Marginella,Marginella liparozona,"Tomlin &amp; Shackleford, 1913",,,,DD,
12810,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE,Marginella,Marginella melvilli,"Tomlin &amp; Shackleford, 1913",,,,DD,
12812,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,Marmosa andersoni,"Pine, 1972",,,,DD,Anderson's Mouse Opossum
12813,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Tlacuatzin,Tlacuatzin canescens,"J.A. Allen, 1893",,,,LC,Grayish Mouse Opossum
12814,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,Marmosa lepida,"(Thomas, 1888)",,,,LC,Little Rufous Mouse Opossum
12815,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,Marmosa xerophila,"Handley &amp; Gordon, 1979",,,,VU,Dryland Mouse Opossum
12816,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,Marmosa tyleriana,"Tate, 1931",,,,DD,Tyler's Mouse Opossum
12817,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops cracens,"(Handley &amp; Gordon, 1979)",,,,DD,Slim-faced Slender Mouse Opossum
12819,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops fuscatus,"Thomas, 1896",,,,DD,Gray-bellied Slender Mouse Opossum
12820,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops handleyi,"(Pine, 1981)",,,,CR,Handley's Slender Mouse Opossum
12822,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops incanus,"(Lund, 1840)",,,,LC,Grey Slender Mouse Opossum
12823,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops invictus,"Goldman, 1912",,,,LC,Slaty Slender Mouse Opossum
12824,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops parvidens,"(Tate, 1931)",,,,LC,Delicate Slender Mouse Opossum
12825,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota caudata,"(Geoffroy, 1844)",,,,LC,Long-tailed Marmot
12826,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota himalayana,"(Hodgson, 1841)",,,,LC,Karakoram Marmot
12827,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota menzbieri,"(Kashkarov, 1925)",,,,VU,Menzbier's Marmot
12828,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota vancouverensis,"Swarth, 1911",,,,CR,Vancouver Island Marmot
12829,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota baibacina,"Kastschenko, 1899",,,,LC,Altai Marmot
12830,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota bobak,"Muller, 1776",,,,LC,Bobak Marmot
12831,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota camtschatica,"(Pallas, 1811)",,,,LC,Black-capped Marmot
12832,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota sibirica,"(Radde, 1862)",,,,EN,Mongolian Marmot
12835,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Marmota,Marmota marmota,"(Linnaeus, 1758)",,,,LC,Alpine Marmot
12842,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Martelia,Martelia tanganyicensis,"Dautzenberg, 1908",,,,DD,
12847,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,Martes gwatkinsii,"Horsfield, 1851",,,,VU,Nilgiri Marten
12848,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,Martes martes,"(Linnaeus, 1758)",,,,LC,Pine Marten
12855,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CTENODACTYLIDAE,Massoutiera,Massoutiera mzabi,"(Lataste, 1881)",,,,LC,Mzab Gundi
12860,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Mastigodiaptomus,Mastigodiaptomus amatitlanensis,"Wilson, 1941",,,,DD,
12861,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Mastigodiaptomus,Mastigodiaptomus montezumae,"Brehm, 1955",,,,DD,
12862,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Mastigodiaptomus,Mastigodiaptomus purpureus,"(Marsh, 1907)",,,,VU,
12863,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mastomys,Mastomys pernanus,"(Kershaw, 1921)",,,,DD,Dwarf Mastomys
12865,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mastomys,Mastomys coucha,"(Smith, 1834)",,,,LC,Southern Multimammate Mouse
12866,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mastomys,Mastomys erythroleucus,"(Temminck, 1853)",,,,LC,Guinea Multimammate Mouse
12868,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mastomys,Mastomys natalensis,"(Smith, 1834)",,,,LC,Natal Multimammate Mouse
12869,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mastomys,Mastomys shortridgei,"(St. Leger, 1933)",,,,LC,Shortridge's Multimammate Mouse
12872,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICARIONIDAE,Mathewsoconcha,Mathewsoconcha belli,"Preston, 1913",,,,EN,
12873,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,Matrona,Matrona japonica,"(Förster, 1897)",,,,EN,
12876,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,Mauremys annamensis,"(Siebenrock, 1903)",,,,CR,Vietnamese Pond Turtle
12879,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha acuticosta,"Garrett, 1884",,,,EX,
12880,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha boraborensis,"Garrett, 1884",,,,CR,
12881,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha ceuthma,"Solem, 1976",,,,CR,
12882,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha consimilis,"Pease, 1868",,,,EX,
12883,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha consobrina,"Garrett, 1884",,,,EX,
12884,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha maupiensis,"Garrett, 1872",,,,EX,
12885,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha parvidens,"Garrett, 1884",,,,EX,
12886,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha punctiperforata,"Garrett, 1884",,,,EX,
12887,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha saintjohni,"Solem, 1976",,,,EX,
12888,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha subtilis,"Garrett, 1884",,,,EX,
12889,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha unilamellata,"Garrett, 1884",,,,EX,
12890,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha zebrina,"(Garrett, 1874)",,,,EX,
12891,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys alticola,"(Thomas, 1888)",,,,LC,Bornean Mountain Maxomys
12892,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys baeodon,"(Thomas, 1894)",,,,DD,Small Bornean Maxomys
12893,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys bartelsii,"(Jentink, 1910)",,,,LC,Bartels’s Javan Maxomys
12894,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys dollmani,"(Ellerman, 1941)",,,,DD,Dollman’s Sulawesi Maxomys
12895,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys hellwaldii,"(Jentink, 1878)",,,,LC,Hellwald’s Sulawesi Maxomys
12896,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys hylomyoides,"(Robinson &amp; Kloss, 1916)",,,,DD,Sumatran Mountain Maxomys
12897,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys inas,"(Bonhote, 1906)",,,,LC,Malayan Mountain Maxomys
12898,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys inflatus,"(Robinson &amp; Kloss, 1916)",,,,VU,Broad-nosed Sumatran Maxomys
12899,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys moi,"(Robinson &amp; Kloss, 1922)",,,,LC,Indochinese Mountain Maxomys
12900,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys musschenbroekii,"(Jentink, 1878)",,,,LC,Musschenbroek’s Sulawesi Maxomys
12901,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys ochraceiventer,"(Thomas, 1894)",,,,DD,Ochraceous-bellied Bornean Maxomys
12902,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys pagensis,"(Miller, 1903)",,,,VU,Mentawai Archipelago Maxomys
12903,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys panglima,"(Robinson, 1921)",,,,LC,Palawan Maxomys
12904,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys rajah,"(Thomas, 1894)",,,,VU,Rajah Sundaic Maxomys
12905,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys surifer,"(Miller, 1900)",,,,LC,Indomalayan Maxomys
12906,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys wattsi,"Musser, 1991",,,,EN,Watts’s Sulawesi Maxomys
12907,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys whiteheadi,"(Thomas, 1894)",,,,VU,Whitehead’s Sundaic Maxomys
12913,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Mazama,Mazama chunyi,"Hershkovitz, 1959",,,,VU,Peruvian Dwarf Brocket
12914,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Mazama,Mazama rufina,"(Pucheran, 1851)",,,,VU,Dwarf Red Brocket
12920,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Platystigma,Platystigma astictum,"(Selys, 1860)",,,,VU,
12921,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Platystigma,Platystigma pronoti,"(Sjöstedt, 1918)",,,,CR,Atlantic Helicopter
12922,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Mecodema,Mecodema punctellum,"Broun, 1921",,,,EX,
12923,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Meda,Meda fulgida,"Girard, 1856",,,,EN,Spikedace
12924,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus acutissimus,"I. Lea, 1831",,,,EN,Alabama Moccasinshell
12925,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus conradicus,"I. Lea, 1834",,,,LR/nt,
12926,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus mcglameriae,"van der Schalie, 1939",,,,EX,Tombigbee Moccasinshell
12927,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus parvulus,"I. Lea, 1860",,,,EN,Coosa Moccasinshell
12928,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus penicillatus,"(I. Lea, 1857)",,,,CR,Gulf Moccasinshell
12929,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus simpsonianus,"Walker, 1905",,,,CR,Ochlockonee Moccasinshell
12930,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,Medionidus walkeri,"(Wright, 1897)",,,,CR,Suwannee Moccasinshell
12937,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Megadendromus,Megadendromus nikolausi,"Deiterlen &amp; Rupp, 1978",,,,VU,Nikolaus's Mouse
12938,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Lyroderma,Lyroderma lyra,"É. Geoffroy, 1810",,,,LC,Greater False Vampire
12939,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Megaderma,Megaderma spasma,"(Linnaeus, 1758)",,,,LC,Lesser False Vampire
12940,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,Megadontomys cryophilus,"(Musser, 1964)",,,,EN,Oaxaca Giant Deer Mouse
12941,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,Megadontomys nelsoni,"(Merriam, 1898)",,,,EN,Nelson's Giant Deer Mouse
12942,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,Megadontomys thomasi,"(Merriam, 1898)",,,,EN,Thomas's Giant Deer Mouse
12944,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Megadytes,Megadytes ducalis,"Sharp, 1882",,,,EX,
12945,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Megaerops,Megaerops kusnotoi,"Hill &amp; Boeadi, 1978",,,,VU,Javan Tailless Fruit Bat
12946,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Megaerops,Megaerops ecaudatus,"(Temminck, 1837)",,,,LC,Temminck’s Tailless Fruit Bat
12947,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Megaerops,Megaerops niphanae,"Yenbutra &amp; Felten, 1983",,,,LC,Ratanaworabhan's Fruit Bat
12948,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Megaerops,Megaerops wetmorei,"Taylor, 1934",,,,VU,White-collared Fruit Bat
12949,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion adytum,"(Perkins, 1899)",,,,LC,Adytum Swamp Damselfly
12951,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion koelense ssp. peles,"(Perkins, 1899)",ssp.,peles,,LC,Pele Damselfly
12953,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion jugorum,"(Perkins, 1899)",,,,CR,Maui Upland Damselfly
12954,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion leptodemas,"(Perkins, 1899)",,,,CR,Crimson Hawaiian Damselfly
12958,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion oceanicum,"McLachlan, 1883",,,,CR,Oceanic Hawaiian Damselfly
12959,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion pacificum,"(McLachlan, 1883)",,,,EN,Pacific Hawaiian Damselfly
12960,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion xanthomelas,"(Selys, 1876)",,,,EN,Orangeblack Hawaiian Damselfly
12961,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion oahuense,"(Blackburn, 1884)",,,,VU,Oahu Damselfly
12972,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROPHOCHEILIDAE,Megalobulimus,Megalobulimus fragilion,"(Iheiring, 1901)",,,,EN,
12973,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROPHOCHEILIDAE,Megalobulimus,Megalobulimus grandis,"Martens, 1885",,,,CR,
12974,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROPHOCHEILIDAE,Megalobulimus,Megalobulimus lopesi,"(Lerne, 1989)",,,,EN,
12975,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROPHOCHEILIDAE,Megalobulimus,Megalobulimus parafragilior,"Lerne &amp; Imdrusiak, 1990",,,,EN,
12976,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROPHOCHEILIDAE,Megalobulimus,Megalobulimus proclivis,"(Martens, 1888)",,,,CR,
12979,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Megalomyrmex,Megalomyrmex symmetochus,"Wheeler, 1925",,,,VU,
12980,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megalomys,Megalomys desmarestii,"(J. Fischer, 1829)",,,,EX,Desmarest’s Pilorie
12981,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megalomys,Megalomys luciae,"(Forsyth Major, 1901)",,,,EX,Santa Lucian Pilorie
